src|match|phone match|stress match|syl match|freq|row|col|ref|pred
CONTINUOUS|True|True|True|True|81|39|27|0 k @ n - 1 t i - 0 n y uw @ s|0 k @ n - 1 t i - 0 n y uw @ s
OPERATIONS|True|True|True|True|155|39|28|2 o - 0 p @ - 1 r ei - 0 sh n! z|2 o - 0 p @ - 1 r ei - 0 sh n! z
AT|True|True|True|True|32269|39|29|1 a t|1 a t
ONE|True|True|True|True|22664|39|30|1 w uh n|1 w uh n
HUNDRED|True|True|True|True|2620|39|31|1 h uh n - 0 d r @ d|1 h uh n - 0 d r @ d
AND|True|True|True|True|195893|39|32|1 a n d|1 a n d
SIXTY|True|True|True|True|639|39|33|1 s i k - 0 s t iy|1 s i k - 0 s t iy
KILOMETERS|True|True|True|True|35|39|34|0 k i - 1 l o - 0 m i - 0 t @ z|0 k i - 1 l o - 0 m i - 0 t @ z
PER|True|True|True|True|285|39|35|1 p @@r|1 p @@r
H|True|True|True|True|107|39|36|1 ei ch|1 ei ch
THE|True|True|True|True|345973|40|1|0 dh @|0 dh @
PLAYER|True|True|True|True|77|40|2|1 p l ei @|1 p l ei @
CAN|True|True|True|True|7894|40|3|1 k a n|1 k a n
THEIR|True|True|True|True|17242|40|5|1 dh eir|1 dh eir
DEFAULT|True|True|True|True|18|40|6|0 d i - 1 f oo lw t|0 d i - 1 f oo lw t
GUN|True|True|True|True|345|40|7|1 g uh n|1 g uh n
INTO|True|True|True|True|11645|40|8|1 i n - 0 t uu|1 i n - 0 t uu
AN|True|True|True|True|16747|40|9|1 a n|1 a n
ASSAULT|True|True|True|True|75|40|10|0 @ - 1 s oo lw t|0 @ - 1 s oo lw t
RIFLE|True|True|True|True|149|40|11|1 r ai - 0 f l!|1 r ai - 0 f l!
A|True|True|True|True|124956|40|12|1 ei|1 ei
SHOTGUN|True|True|True|True|4|40|13|1 sh o t - 3 g uh n|1 sh o t - 3 g uh n
A|True|True|True|True|124956|40|14|1 ei|1 ei
GRENADE|True|True|True|True|6|40|15|0 g r @ - 1 n ei d|0 g r @ - 1 n ei d
LAUNCHER|True|True|True|True|3|40|16|1 l oo n ch - 0 @|1 l oo n ch - 0 @
OR|True|True|True|True|18622|40|17|1 oo|1 oo
A|True|True|True|True|124956|40|18|1 ei|1 ei
